Measurement Date,Daily rainfall (mm),Sunshine duration daily total (hours),Snow depth daily value (cm),Daily mean air pressure (hPa),Daily average temperature (C),Daily mean relative humidity (%),Daily maximum air temperature at 2m height (C),Daily minimum air temperature at 2m height (C)
1963-07-09,1.1,8.6,130.0,708.7,0.5,99.0,3.2,-2.1
1963-07-10,15.5,1.2,125.0,707.8,0.4,99.0,1.7,-0.1
1963-07-11,3.0,0.2,120.0,707.9,0.3,99.0,2.0,-0.6
1963-07-12,0.0,6.4,115.0,708.7,0.4,96.0,3.8,-2.4
1963-07-13,4.6,6.2,110.0,707.8,3.4,86.0,5.4,0.1
1963-07-14,2.0,1.1,105.0,712.2,-1.4,99.0,3.1,-2.2
1963-07-15,0.0,15.4,100.0,717.0,5.4,46.0,11.6,-2.7
1963-07-16,0.0,5.2,95.0,716.1,5.0,90.0,8.6,3.0
1963-07-17,0.0,6.7,90.0,713.0,5.4,79.0,8.7,2.9
1963-07-18,0.0,0.9,85.0,710.9,4.8,91.0,7.4,3.4
1963-07-19,9.8,4.8,80.0,713.8,6.0,90.0,9.5,3.3
1963-07-20,0.0,2.8,75.0,717.4,6.1,95.0,9.2,3.7
1963-07-21,0.0,8.8,70.0,718.2,8.0,80.0,10.8,4.6
1963-07-22,0.3,6.6,60.0,716.7,7.6,77.0,11.3,6.0
1963-07-23,7.9,5.9,0.0,714.6,6.3,84.0,10.1,5.3
1963-07-24,4.4,5.9,0.0,714.9,6.5,75.0,10.1,4.6
1963-07-25,15.3,9.7,0.0,715.5,7.2,77.0,11.7,5.1
1963-07-26,8.4,0.0,0.0,715.3,3.0,100.0,6.4,2.0
1963-07-27,0.0,10.1,0.0,714.7,3.6,87.0,7.1,1.2
1963-07-28,0.0,13.2,0.0,713.9,1.8,72.0,4.8,0.9
1963-07-29,0.0,12.9,0.0,714.6,2.6,45.0,6.6,0.9
1963-07-30,0.0,14.5,0.0,714.1,4.0,42.0,6.9,1.5
1963-07-31,0.0,9.8,0.0,711.9,5.3,87.0,8.8,2.6
1963-08-01,13.0,7.8,0.0,713.9,6.5,83.0,7.7,4.0
1963-08-02,0.0,10.2,0.0,715.4,7.4,81.0,10.0,5.4
1963-08-03,0.0,12.5,0.0,714.5,9.8,58.0,13.1,7.0
1963-08-04,8.0,2.8,0.0,711.1,5.1,92.0,9.7,3.0
1963-08-05,0.0,8.4,0.0,712.3,6.1,89.0,9.2,3.3
1963-08-06,0.0,9.5,0.0,712.6,7.0,77.0,10.0,5.0
1963-08-07,5.5,2.4,0.0,708.9,4.2,98.0,6.9,3.7
1963-08-08,13.7,0.0,0.0,706.6,1.4,100.0,3.7,0.5
1963-08-09,8.9,0.0,0.0,706.7,-1.9,98.0,1.0,-3.2
1963-08-10,0.0,13.4,1.0,709.0,-0.2,69.0,2.8,-4.2
1963-08-11,0.0,14.0,0.0,709.4,5.4,63.0,9.1,1.0
1963-08-12,9.5,5.0,0.0,707.8,3.6,86.0,6.1,1.9
1963-08-13,1.2,11.0,0.0,709.0,4.6,88.0,7.7,1.5
1963-08-14,13.0,3.8,0.0,709.7,5.0,97.0,7.7,2.1
1963-08-15,20.3,0.0,0.0,708.5,0.5,100.0,5.5,-0.7
1963-08-16,0.0,10.6,3.0,708.7,0.7,95.0,5.4,-3.1
1963-08-17,21.2,0.4,0.0,703.1,2.3,95.0,4.6,1.5
1963-08-18,6.5,3.4,20.0,699.1,-4.8,100.0,1.5,-6.6
1963-08-19,0.2,3.8,20.0,703.8,-2.4,88.0,-0.6,-4.9
1963-08-20,12.8,7.4,15.0,705.5,1.1,90.0,2.7,-0.6
1963-08-21,22.3,0.0,15.0,703.1,-5.4,100.0,0.1,-6.0
1963-08-22,5.8,3.3,30.0,705.8,-2.0,99.0,0.1,-6.0
1963-08-23,9.2,0.0,20.0,708.5,1.5,100.0,2.3,-0.3
1963-08-24,0.0,10.8,5.0,712.1,3.7,90.0,6.6,1.0
1963-08-25,0.0,1.9,3.0,713.9,2.4,95.0,4.0,1.3
1963-08-26,3.7,12.0,0.0,714.3,6.9,87.0,9.9,2.6
1963-08-27,29.0,4.7,0.0,708.3,2.9,97.0,8.3,-0.5
1963-08-28,12.0,0.2,10.0,704.5,-2.4,99.0,1.4,-4.7
1963-08-29,8.3,6.7,18.0,701.9,-2.6,96.0,1.6,-5.1
1963-08-30,2.0,0.0,18.0,702.2,-4.6,97.0,-2.6,-5.6
1963-08-31,0.0,9.2,20.0,703.4,1.3,76.0,3.0,-5.9
1963-09-01,0.1,7.1,15.0,707.1,2.2,95.0,4.3,-0.7
1963-09-02,0.5,0.3,0.0,709.7,2.4,96.0,3.9,1.0
1963-09-03,3.1,2.3,0.0,710.7,1.8,96.0,4.3,0.6
1963-09-04,13.8,6.9,0.0,708.2,2.4,99.0,4.7,-1.5
1963-09-05,19.4,0.0,0.0,704.7,-0.7,100.0,2.9,-1.4
1963-09-06,11.4,2.3,15.0,705.5,-2.5,96.0,-0.4,-3.2
1963-09-07,10.5,0.0,25.0,707.4,-2.2,100.0,-1.3,-4.2
1963-09-08,0.5,1.3,20.0,707.7,-0.9,99.0,0.5,-2.2
1963-09-09,0.5,0.0,20.0,706.6,-0.6,94.0,2.6,-1.8
1963-09-10,0.0,12.1,15.0,708.7,2.0,62.0,4.0,-1.7
1963-09-11,0.0,12.4,0.0,709.3,2.8,77.0,5.6,0.4
1963-09-12,0.0,8.9,0.0,710.9,2.7,77.0,5.8,1.6
1963-09-13,0.0,11.7,0.0,714.3,3.4,83.0,6.4,1.4
1963-09-14,0.0,12.3,0.0,716.6,5.8,59.0,10.3,3.4
1963-09-15,0.0,11.7,0.0,716.3,6.4,66.0,8.5,4.0
1963-09-16,0.0,11.9,0.0,716.6,5.5,68.0,8.4,4.8
1963-09-17,1.9,9.3,0.0,715.3,4.4,73.0,8.3,3.4
1963-09-18,0.2,5.8,0.0,711.0,3.8,88.0,6.0,2.8
1963-09-19,0.0,8.0,0.0,708.5,2.8,92.0,4.5,1.8
1963-09-20,0.1,4.3,0.0,710.6,2.9,86.0,5.7,1.8
1963-09-21,0.5,0.1,0.0,714.6,2.8,94.0,5.4,1.3
1963-09-22,2.5,1.5,0.0,717.0,2.8,91.0,5.4,1.6
1963-09-23,0.0,9.5,0.0,716.7,3.9,83.0,5.6,1.6
1963-09-24,5.6,6.1,0.0,711.3,2.8,83.0,5.5,1.7
1963-09-25,22.1,0.0,1.0,704.3,-4.8,100.0,1.8,-7.3
1963-09-26,4.6,3.8,20.0,709.1,-2.5,97.0,1.1,-9.2
1963-09-27,11.7,0.1,10.0,710.2,-0.4,100.0,2.5,-2.2
1963-09-28,7.0,1.1,10.0,708.1,-5.8,100.0,-2.2,-7.6
1963-09-29,1.3,8.8,15.0,710.1,-4.6,90.0,-2.0,-8.8
1963-09-30,1.4,0.2,12.0,706.9,-2.2,100.0,-1.1,-2.8
1963-10-01,0.0,6.5,7.0,704.3,-3.0,90.0,-2.4,-4.3
1963-10-02,0.9,1.4,5.0,699.7,-1.5,95.0,-0.6,-2.4
1963-10-03,0.8,5.2,5.0,704.5,-0.1,95.0,1.2,-2.7
1963-10-04,5.4,5.3,0.0,703.9,-1.3,76.0,0.9,-2.8
1963-10-05,3.0,2.2,4.0,701.3,-7.7,99.0,-2.4,-9.2
1963-10-06,5.7,0.2,5.0,701.5,-5.5,99.0,-5.0,-8.4
1963-10-07,27.8,0.0,8.0,699.0,-3.7,100.0,-1.8,-5.3
1963-10-08,0.0,9.1,30.0,709.3,-5.8,63.0,-4.8,-9.5
1963-10-09,0.5,10.7,25.0,714.9,-2.2,19.0,-0.2,-4.8
1963-10-10,0.0,9.6,20.0,714.9,-3.7,76.0,-1.3,-6.2
1963-10-11,0.0,9.8,15.0,717.5,-2.3,79.0,-0.4,-7.9
1963-10-12,0.0,10.9,15.0,718.1,0.0,63.0,2.2,-1.6
1963-10-13,0.0,10.8,15.0,712.1,1.0,38.0,2.9,-0.1
1963-10-14,1.2,0.0,15.0,707.1,-6.0,100.0,0.2,-7.1
1963-10-15,0.0,9.9,15.0,709.1,-3.5,33.0,-0.9,-10.0
1963-10-16,0.0,10.4,15.0,710.9,0.4,50.0,3.5,-2.7
1963-10-17,5.1,6.0,10.0,710.1,-1.5,90.0,0.9,-2.7
1963-10-18,0.0,7.2,12.0,712.5,-2.8,72.0,-0.1,-6.2
1963-10-19,0.0,10.4,12.0,714.9,1.6,29.0,3.5,-2.1
1963-10-20,0.0,10.2,10.0,716.5,1.8,43.0,3.4,0.2
1963-10-21,0.0,8.1,10.0,717.5,1.7,54.0,3.6,-1.8
1963-10-22,0.0,5.2,8.0,717.3,-0.6,79.0,2.1,-1.6
1963-10-23,0.0,9.9,7.0,717.5,2.0,36.0,5.0,-2.8
1963-10-24,5.4,0.5,7.0,714.7,-0.2,60.0,4.4,-2.8
1963-10-25,0.0,10.3,10.0,710.2,-2.6,48.0,-1.4,-5.2
1963-10-26,0.0,8.7,8.0,709.8,-3.3,38.0,-0.8,-4.5
1963-10-27,0.0,10.3,8.0,707.1,-5.8,35.0,-4.5,-7.1
1963-10-28,0.0,10.1,7.0,706.2,-3.6,23.0,-1.6,-6.3
1963-10-29,0.0,10.2,7.0,704.3,-2.6,20.0,-0.5,-3.8
1963-10-30,0.0,10.0,5.0,701.7,-1.2,28.0,-0.4,-4.0
1963-10-31,0.0,5.6,5.0,697.5,-3.6,60.0,-0.9,-5.9
1963-11-01,1.2,5.1,5.0,697.0,-3.6,90.0,-2.6,-7.1
1963-11-02,1.0,2.0,7.0,698.3,-4.1,91.0,-3.1,-4.7
1963-11-03,0.2,5.8,7.0,697.7,-1.0,92.0,0.6,-3.7
1963-11-04,0.0,2.9,9.0,700.1,-1.2,96.0,0.0,-2.0
1963-11-05,0.0,4.3,8.0,699.9,-1.7,84.0,-0.2,-2.3
1963-11-06,9.2,0.7,5.0,693.0,-2.7,92.0,-0.9,-3.4
1963-11-07,7.8,1.8,15.0,693.5,-8.0,94.0,-3.4,-8.3
1963-11-08,0.0,2.5,20.0,701.7,-5.0,80.0,-4.0,-9.5
1963-11-09,0.0,6.8,20.0,704.6,-2.6,50.0,-0.9,-4.4
1963-11-10,0.8,1.9,19.0,703.9,1.1,73.0,3.2,-3.0
1963-11-11,0.0,5.0,19.0,703.0,-0.8,48.0,2.1,-3.7
1963-11-12,10.6,0.6,16.0,698.9,-4.8,90.0,0.9,-7.1
1963-11-13,2.5,8.8,27.0,698.1,-6.9,80.0,-5.9,-8.4
1963-11-14,0.5,4.3,28.0,699.0,-5.5,70.0,-2.8,-8.9
1963-11-15,0.5,4.2,28.0,695.4,0.0,80.0,1.4,-2.8
1963-11-16,36.2,0.0,25.0,693.9,-7.0,99.0,0.1,-8.9
1963-11-17,0.8,6.0,70.0,699.9,-9.6,91.0,-7.4,-12.6
1963-11-18,0.5,7.1,65.0,702.7,-2.0,53.0,0.2,-7.5
1963-11-19,1.0,1.3,65.0,705.5,-1.0,74.0,1.0,-2.4
1963-11-20,30.9,0.2,55.0,699.7,-6.5,100.0,-0.5,-9.0
1963-11-21,0.3,7.2,80.0,707.3,-12.5,61.0,-9.0,-16.0
1963-11-22,9.8,8.3,80.0,707.7,-6.8,76.0,-4.9,-10.1
1963-11-23,1.8,4.3,90.0,708.2,-4.6,88.0,-3.8,-7.7
1963-11-24,0.0,8.1,90.0,705.9,-2.8,44.0,-1.5,-3.8
1963-11-25,1.2,4.6,89.0,701.8,-5.0,79.0,-3.0,-5.4
1963-11-26,6.5,0.0,80.0,695.0,-9.8,100.0,-5.3,-11.5
1963-11-27,1.3,1.2,85.0,695.7,-9.4,90.0,-8.8,-11.4
1963-11-28,0.0,3.5,85.0,699.5,-6.3,86.0,-5.2,-8.8
1963-11-29,0.0,6.3,80.0,701.8,-4.8,42.0,-3.4,-7.2
1963-11-30,0.0,7.8,80.0,701.8,-6.1,54.0,-4.3,-6.8
1963-12-01,0.0,8.5,78.0,703.0,-4.9,35.0,-4.0,-7.1
1963-12-02,0.0,7.7,70.0,704.1,0.2,24.0,1.7,-4.8
1963-12-03,0.0,7.5,69.0,701.9,-2.9,62.0,0.9,-4.1
1963-12-04,16.0,0.0,65.0,697.1,-5.3,89.0,-2.3,-7.0
1963-12-05,0.0,4.6,80.0,694.5,-8.6,76.0,-7.0,-10.3
1963-12-06,0.0,7.2,80.0,697.9,-9.7,46.0,-8.2,-11.9
1963-12-07,0.0,8.5,80.0,700.5,-8.3,35.0,-6.2,-9.4
1963-12-08,0.0,8.5,75.0,703.8,-6.1,25.0,-4.4,-9.6
1963-12-09,0.0,8.5,70.0,705.9,-4.2,23.0,-2.6,-7.4
1963-12-10,0.0,8.1,65.0,704.1,-7.6,30.0,-3.5,-8.5
1963-12-11,0.0,3.3,63.0,697.9,-7.8,54.0,-5.6,-9.0
1963-12-12,2.0,7.0,60.0,689.1,-12.8,70.0,-8.7,-14.4
1963-12-13,1.1,2.2,60.0,685.4,-22.4,88.0,-14.4,-22.7
1963-12-14,0.0,2.9,60.0,685.8,-18.7,75.0,-16.6,-23.4
1963-12-15,0.0,7.9,60.0,687.8,-18.5,73.0,-17.0,-19.3
1963-12-16,4.7,0.0,60.0,682.7,-18.6,77.0,-13.9,-20.5
1963-12-17,0.0,8.3,64.0,685.4,-17.9,44.0,-16.6,-21.8
1963-12-18,0.0,8.3,60.0,683.4,-15.0,47.0,-14.1,-16.7
1963-12-19,0.1,5.6,60.0,681.0,-14.3,79.0,-12.6,-15.6
1963-12-20,0.7,0.4,60.0,684.1,-11.0,82.0,-9.6,-13.8
1963-12-21,0.6,7.1,63.0,693.0,-12.4,84.0,-9.9,-14.6
1963-12-22,0.0,7.4,60.0,701.0,-15.9,68.0,-14.3,-17.8
1963-12-23,0.0,8.3,60.0,707.4,-12.2,49.0,-11.0,-15.4
1963-12-24,0.0,5.4,60.0,708.9,-6.8,42.0,-5.2,-11.1
1963-12-25,0.0,7.6,60.0,708.7,-5.8,65.0,-4.7,-7.2
1963-12-26,0.0,5.6,60.0,715.7,-0.9,66.0,0.4,-7.4
1963-12-27,0.3,3.4,60.0,718.2,-4.0,66.0,-0.4,-8.2
1963-12-28,0.0,7.5,60.0,718.9,-2.1,51.0,-0.4,-3.1
1963-12-29,0.0,8.5,55.0,714.9,-1.2,27.0,2.2,-3.2
1963-12-30,0.0,6.3,50.0,711.0,-3.4,40.0,-1.4,-6.4
1963-12-31,0.0,6.6,50.0,705.1,-2.6,26.0,0.0,-3.8
1964-01-01,0.0,3.8,50.0,706.6,-8.2,67.0,-2.1,-9.4
1964-01-02,0.0,8.5,45.0,713.7,-4.7,9.0,-3.5,-8.6
1964-01-03,0.0,8.6,45.0,715.4,-5.8,15.0,-2.7,-6.9
1964-01-04,0.0,8.5,45.0,713.7,-4.7,21.0,-3.7,-6.4
1964-01-05,0.0,8.6,45.0,711.3,-2.4,10.0,-1.0,-4.6
1964-01-06,0.0,8.6,45.0,708.6,-4.2,7.0,-2.9,-5.3
1964-01-07,0.0,8.7,45.0,708.6,-8.3,27.0,-4.0,-10.5
1964-01-08,0.1,8.7,45.0,708.1,-11.0,51.0,-8.3,-12.3
1964-01-09,4.9,2.1,45.0,704.7,-11.0,96.0,-10.2,-12.2
1964-01-10,3.8,0.2,48.0,701.4,-13.1,100.0,-10.9,-14.2
1964-01-11,0.0,6.4,52.0,705.4,-10.8,84.0,-9.4,-14.6
1964-01-12,0.0,6.2,52.0,706.7,-9.3,60.0,-7.3,-10.5
1964-01-13,0.0,6.5,50.0,704.9,-7.4,59.0,-5.7,-9.2
1964-01-14,27.0,0.0,50.0,704.3,-8.1,97.0,-7.2,-9.7
1964-01-15,6.5,0.1,75.0,706.1,-9.9,100.0,-7.5,-10.8
1964-01-16,0.0,8.8,80.0,706.7,-13.6,42.0,-10.8,-15.0
1964-01-17,0.0,8.8,80.0,712.5,-8.8,17.0,-7.1,-14.9
1964-01-18,0.0,8.9,75.0,711.8,-9.5,27.0,-7.2,-11.6
1964-01-19,0.0,8.8,75.0,710.7,-7.8,24.0,-6.1,-8.7
1964-01-20,0.0,7.7,75.0,712.1,-6.8,17.0,-6.2,-9.4
1964-01-21,0.0,9.0,70.0,713.9,-6.5,49.0,-4.8,-7.7
1964-01-22,0.0,9.1,65.0,715.9,-6.2,22.0,-3.7,-7.8
1964-01-23,0.0,8.5,65.0,714.1,-6.6,41.0,-5.9,-8.5
1964-01-24,0.0,9.0,65.0,710.1,-8.7,52.0,-5.2,-9.8
1964-01-25,0.0,9.2,60.0,710.6,-10.3,44.0,-8.0,-12.9
1964-01-26,0.0,9.2,60.0,708.5,-9.8,51.0,-7.8,-10.4
1964-01-27,0.0,7.5,60.0,706.1,-8.8,62.0,-6.8,-11.3
1964-01-28,0.0,6.0,55.0,701.3,-9.2,48.0,-6.8,-10.6
1964-01-29,0.0,6.3,55.0,697.7,-12.2,71.0,-10.0,-15.1
1964-01-30,11.8,9.1,55.0,695.9,-11.0,59.0,-6.6,-13.5
1964-01-31,8.0,0.1,70.0,696.5,-17.0,100.0,-12.0,-18.2
1964-02-01,11.7,0.0,80.0,702.1,-9.0,99.0,-8.1,-16.7
1964-02-02,0.0,1.3,90.0,707.8,-9.4,92.0,-8.7,-10.9
1964-02-03,0.0,8.4,90.0,707.8,-8.0,62.0,-6.9,-10.3
1964-02-04,0.0,4.8,90.0,706.9,-10.8,74.0,-6.8,-13.6
1964-02-05,13.8,0.1,90.0,702.5,-16.4,82.0,-9.1,-20.2
1964-02-06,14.6,0.1,102.0,702.6,-21.2,98.0,-19.9,-22.2
1964-02-07,2.1,8.4,120.0,705.7,-20.6,55.0,-18.7,-24.3
1964-02-08,1.8,0.0,115.0,709.0,-12.2,97.0,-10.5,-19.6
1964-02-09,13.0,5.5,115.0,704.7,-14.8,95.0,-11.6,-15.5
1964-02-10,13.8,0.0,127.0,703.0,-13.8,100.0,-13.1,-15.0
1964-02-11,25.4,0.7,140.0,697.1,-14.9,100.0,-14.3,-15.8
1964-02-12,32.5,0.0,175.0,693.7,-14.4,99.0,-13.6,-14.9
1964-02-13,0.5,7.9,220.0,691.8,-14.2,77.0,-12.6,-16.3
1964-02-14,0.0,6.3,220.0,694.2,-10.6,70.0,-8.3,-12.1
1964-02-15,0.0,4.5,210.0,694.9,-6.5,61.0,-4.3,-10.1
1964-02-16,0.0,8.7,210.0,692.7,-8.3,75.0,-6.2,-9.3
1964-02-17,4.3,0.0,210.0,689.0,-9.2,82.0,-6.1,-11.3
1964-02-18,3.7,0.1,215.0,691.0,-10.3,87.0,-9.0,-13.2
1964-02-19,0.0,7.7,220.0,692.7,-8.6,83.0,-5.7,-10.3
1964-02-20,0.0,9.9,210.0,697.9,-13.4,37.0,-9.5,-15.3
1964-02-21,0.0,10.5,210.0,700.9,-10.7,13.0,-9.3,-13.4
1964-02-22,0.0,10.2,210.0,701.4,-8.4,24.0,-5.4,-11.0
1964-02-23,0.0,8.6,205.0,699.9,-6.3,28.0,-5.0,-10.0
1964-02-24,0.0,7.0,200.0,697.9,-4.9,46.0,-3.3,-7.1
1964-02-25,0.0,3.7,200.0,698.5,-2.4,59.0,-1.1,-5.2
1964-02-26,0.0,10.2,195.0,699.7,-2.6,66.0,-1.1,-3.7
1964-02-27,15.1,4.4,190.0,696.9,-5.4,92.0,-2.3,-6.2
1964-02-28,0.2,3.4,200.0,696.7,-6.4,94.0,-5.4,-8.3
1964-02-29,17.7,3.0,200.0,694.9,-7.4,91.0,-4.3,-8.7
1964-03-01,1.2,7.1,215.0,700.3,-11.2,64.0,-8.6,-12.3
1964-03-02,0.0,10.1,215.0,702.5,-9.8,63.0,-7.1,-12.1
1964-03-03,0.4,10.5,215.0,701.7,-10.3,83.0,-7.1,-11.6
1964-03-04,8.4,0.0,210.0,697.1,-11.3,99.0,-9.3,-12.2
1964-03-05,3.4,0.9,220.0,691.3,-13.4,99.0,-10.4,-14.9
1964-03-06,3.8,0.0,220.0,689.3,-19.1,97.0,-14.6,-19.9
1964-03-07,0.0,10.6,220.0,690.1,-17.4,83.0,-14.1,-20.2
1964-03-08,0.0,10.8,210.0,693.4,-11.8,42.0,-9.8,-17.7
1964-03-09,0.0,11.2,210.0,696.6,-9.0,70.0,-5.7,-10.2
1964-03-10,1.8,9.9,205.0,696.2,-12.0,83.0,-7.2,-13.4
1964-03-11,0.0,11.3,205.0,696.2,-11.2,32.0,-9.3,-15.7
1964-03-12,0.4,5.7,200.0,695.5,-5.0,71.0,-3.2,-10.2
1964-03-13,3.5,0.7,190.0,698.5,-6.3,95.0,-4.4,-7.0
1964-03-14,0.2,8.2,190.0,699.1,-6.9,89.0,-5.0,-11.5
1964-03-15,6.3,2.2,190.0,692.1,-6.8,96.0,-3.7,-8.4
1964-03-16,11.5,0.0,195.0,693.4,-13.7,100.0,-8.4,-15.8
1964-03-17,2.1,5.3,200.0,691.9,-14.2,88.0,-12.3,-16.1
1964-03-18,9.6,0.0,200.0,692.9,-11.5,99.0,-10.7,-14.1
1964-03-19,13.7,0.0,208.0,697.4,-5.8,100.0,-4.7,-11.4
1964-03-20,1.7,0.7,220.0,695.5,-4.7,93.0,-3.2,-5.4
1964-03-21,24.9,0.0,220.0,692.7,-8.8,99.0,-5.1,-10.1
1964-03-22,7.4,2.0,237.0,694.5,-9.4,100.0,-7.4,-10.6
1964-03-23,14.5,0.0,240.0,697.5,-10.3,100.0,-9.7,-10.8
1964-03-24,0.0,9.5,255.0,698.3,-7.8,85.0,-5.8,-11.2
1964-03-25,1.4,6.1,250.0,698.6,-4.2,89.0,-2.1,-5.8
1964-03-26,10.1,0.0,240.0,699.1,-7.2,100.0,-3.6,-8.8
1964-03-27,1.5,1.5,252.0,698.5,-8.2,91.0,-6.5,-10.1
1964-03-28,0.9,0.2,250.0,691.9,-6.6,98.0,-4.9,-8.3
1964-03-29,0.1,2.8,250.0,691.7,-6.9,90.0,-3.5,-8.2
1964-03-30,0.0,3.8,245.0,696.1,-5.4,79.0,-3.2,-9.6
1964-03-31,0.9,0.0,240.0,694.5,-4.5,90.0,-2.6,-5.6
1964-04-01,0.0,6.9,240.0,695.5,-5.2,86.0,-2.1,-6.2
1964-04-02,0.0,7.0,235.0,694.5,-5.0,81.0,-2.1,-6.1
1964-04-03,5.2,9.7,230.0,689.8,-5.6,92.0,-2.4,-6.7
1964-04-04,18.9,0.0,230.0,684.7,-7.2,100.0,-5.5,-7.8
1964-04-05,11.6,0.0,250.0,688.3,-6.4,98.0,-3.5,-8.0
1964-04-06,2.6,1.7,254.0,692.1,-7.0,88.0,-4.7,-8.5
1964-04-07,12.7,0.0,258.0,696.6,-11.4,99.0,-6.5,-14.0
1964-04-08,2.0,8.4,275.0,701.8,-15.6,94.0,-14.0,-18.6
1964-04-09,0.1,0.0,270.0,707.5,-6.8,93.0,-5.9,-14.0
1964-04-10,0.0,12.0,270.0,708.6,-3.7,69.0,1.3,-7.6
1964-04-11,0.5,8.2,265.0,706.5,-4.8,91.0,-0.7,-6.2
1964-04-12,1.8,2.6,260.0,704.2,-5.0,95.0,-3.2,-6.7
1964-04-13,7.3,0.0,255.0,701.7,-5.4,100.0,-4.2,-6.2
1964-04-14,2.1,0.2,260.0,702.9,-9.0,100.0,-5.4,-10.2
1964-04-15,0.0,12.4,260.0,708.2,-6.1,76.0,-2.7,-10.9
1964-04-16,0.0,10.6,255.0,707.3,-3.6,64.0,0.1,-5.7
1964-04-17,0.0,13.1,250.0,705.7,-1.4,66.0,2.0,-4.6
1964-04-18,0.0,9.4,245.0,707.3,-0.6,73.0,2.4,-2.0
1964-04-19,0.0,7.4,235.0,704.2,-2.1,84.0,0.2,-3.0
1964-04-20,0.0,6.1,230.0,702.5,-4.0,94.0,-0.8,-4.9
1964-04-21,20.9,0.0,220.0,701.3,-5.8,98.0,-1.9,-7.4
1964-04-22,0.4,4.0,230.0,704.6,-5.1,96.0,-2.9,-8.6
1964-04-23,10.6,2.1,220.0,703.8,-6.3,97.0,-3.5,-7.2
1964-04-24,39.4,0.3,232.0,699.3,-10.4,100.0,-6.6,-11.0
1964-04-25,14.5,0.0,260.0,707.3,-9.1,100.0,-8.6,-10.7
1964-04-26,0.0,13.6,265.0,710.5,-7.2,47.0,-4.5,-10.6
1964-04-27,0.0,13.7,260.0,711.4,-3.0,43.0,0.0,-6.6
1964-04-28,2.2,10.4,255.0,711.1,-2.1,77.0,1.2,-5.4
1964-04-29,12.0,1.8,250.0,709.8,-3.6,99.0,-1.1,-4.4
1964-04-30,15.9,0.4,250.0,707.9,-8.0,99.0,-4.4,-9.7
1964-05-01,1.2,1.6,255.0,705.4,-8.2,97.0,-7.1,-10.2
1964-05-02,3.1,4.7,255.0,704.2,-6.7,94.0,-5.7,-9.4
1964-05-03,9.0,0.4,250.0,705.3,-3.7,98.0,-3.0,-5.9
1964-05-04,39.2,0.0,255.0,704.2,-2.8,100.0,-1.6,-3.7
1964-05-05,14.5,0.4,280.0,703.7,-6.9,99.0,-3.1,-7.2
1964-05-06,0.0,11.0,290.0,708.2,-5.0,77.0,-2.0,-8.5
1964-05-07,3.9,5.8,280.0,708.6,-0.3,70.0,0.9,-4.2
1964-05-08,9.8,3.5,270.0,711.7,0.6,98.0,3.5,-0.4
1964-05-09,0.0,2.9,265.0,710.2,-1.2,95.0,2.3,-2.0
1964-05-10,0.0,1.9,250.0,711.9,-3.8,96.0,-1.9,-4.5
1964-05-11,0.0,10.9,245.0,715.8,-1.4,79.0,1.7,-5.2
1964-05-12,0.0,13.4,240.0,716.3,2.4,78.0,6.6,-1.5
1964-05-13,3.0,8.9,225.0,715.1,3.0,89.0,5.9,1.0
1964-05-14,25.3,0.0,210.0,711.7,-1.0,100.0,3.0,-2.4
1964-05-15,0.8,0.7,215.0,712.7,-6.1,84.0,-2.4,-7.4
1964-05-16,0.0,11.5,215.0,713.4,-4.2,47.0,-2.1,-7.5
1964-05-17,0.0,14.1,210.0,714.3,0.7,46.0,4.1,-4.0
1964-05-18,1.4,11.7,200.0,714.6,1.2,82.0,4.6,-0.7
1964-05-19,8.9,0.8,190.0,711.5,-0.7,100.0,1.1,-1.0
1964-05-20,24.3,0.0,190.0,707.0,-3.6,100.0,-1.0,-4.9
1964-05-21,0.1,0.7,210.0,705.0,-6.5,96.0,-4.1,-8.3
1964-05-22,0.0,11.1,210.0,705.8,-3.0,87.0,-0.6,-7.1
1964-05-23,0.0,10.2,205.0,708.1,-0.4,88.0,1.9,-2.7
1964-05-24,0.0,6.9,200.0,708.3,0.1,84.0,2.7,-2.1
1964-05-25,0.1,9.0,190.0,704.6,0.6,76.0,4.9,-1.9
1964-05-26,6.1,0.0,180.0,701.9,-2.4,97.0,1.0,-3.6
1964-05-27,11.7,6.1,180.0,702.3,-1.3,93.0,1.5,-4.5
1964-05-28,24.5,0.7,175.0,703.9,-1.4,98.0,2.0,-2.5
1964-05-29,0.8,0.0,180.0,706.1,-1.2,99.0,0.8,-2.4
1964-05-30,1.4,6.1,180.0,706.1,1.8,87.0,4.6,-2.2
1964-05-31,0.2,6.6,175.0,705.3,2.5,90.0,5.8,0.9
1964-06-01,0.6,8.8,170.0,702.5,2.7,80.0,5.0,0.9
1964-06-02,0.0,3.7,160.0,700.3,0.8,97.0,3.6,-0.1
1964-06-03,16.4,4.1,150.0,707.4,-0.3,91.0,3.3,-2.3
1964-06-04,0.0,13.2,150.0,713.8,3.2,77.0,7.1,-2.2
1964-06-05,0.4,12.6,140.0,715.3,6.6,72.0,11.0,3.9
1964-06-06,0.8,6.7,130.0,714.9,4.1,84.0,7.3,2.2
1964-06-07,13.3,8.9,120.0,712.9,4.2,85.0,8.5,2.4
1964-06-08,1.8,0.2,115.0,710.2,-3.1,99.0,3.2,-3.9
1964-06-09,0.0,2.5,115.0,713.0,-3.0,82.0,-0.9,-5.2
