Date,Origin,Residence permit,Male,Female
2013-12-31,America,Unlimited settlement permit,43258,54574
2013-12-31,America,Temporary residence permit,50681,52832
2013-12-31,America,Temporary residence permit for education purposes,14079,12936
2013-12-31,America,Temporary residence permit for employment purposes,13978,8931
2013-12-31,America,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",418,531
2013-12-31,America,Temporary residence permit for family reasons,16360,24523
2013-12-31,America,"Temp.resid.permit f.special reasons,national visas",5846,5911
2013-12-31,America,Application for residence title filed,4599,4716
2013-12-31,America,Temporary suspension of deportation,202,151
2013-12-31,America,Permission to reside,125,67
2013-12-31,America,"No res.title, temp.susp. of dep. or perm.to reside",8139,7723
2013-12-31,Asia,Right of resid. acc.to EU Law on Freedom of Movem.,3612,5625
2013-12-31,Asia,Exempted from requirem. to have a residence title,168,202
2013-12-31,Asia,Unlimited settlement permit,144294,182666
2013-12-31,Asia,Temporary residence permit,214215,222186
2013-12-31,Asia,Temporary residence permit for education purposes,49261,38711
2013-12-31,Asia,Temporary residence permit for employment purposes,36049,13574
2013-12-31,Asia,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",55116,43130
2013-12-31,Asia,Temporary residence permit for family reasons,60702,114988
2013-12-31,Asia,"Temp.resid.permit f.special reasons,national visas",13087,11783
2013-12-31,Asia,Application for residence title filed,22875,19277
2013-12-31,Asia,Temporary suspension of deportation,23604,9421
2013-12-31,Asia,Permission to reside,36124,16687
2013-12-31,Asia,"No res.title, temp.susp. of dep. or perm.to reside",33500,23494
2013-12-31,Australia and Oceania,Right of resid. acc.to EU Law on Freedom of Movem.,201,265
2013-12-31,Australia and Oceania,Exempted from requirem. to have a residence title,19,18
2013-12-31,Australia and Oceania,Unlimited settlement permit,2277,2122
2013-12-31,Australia and Oceania,Temporary residence permit,4295,3400
2013-12-31,Australia and Oceania,Temporary residence permit for education purposes,600,550
2013-12-31,Australia and Oceania,Temporary residence permit for employment purposes,1909,1296
2013-12-31,Australia and Oceania,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",13,21
2013-12-31,Australia and Oceania,Temporary residence permit for family reasons,1060,931
2013-12-31,Australia and Oceania,"Temp.resid.permit f.special reasons,national visas",713,602
2013-12-31,Australia and Oceania,Application for residence title filed,296,193
2013-12-31,Australia and Oceania,Temporary suspension of deportation,3,2
2013-12-31,Australia and Oceania,"No res.title, temp.susp. of dep. or perm.to reside",733,485
2014-12-31,Europe,Right of resid. acc.to EU Law on Freedom of Movem.,2007793,1699752
2014-12-31,Europe,Exempted from requirem. to have a residence title,2669,2293
2014-12-31,Europe,Unlimited settlement permit,960916,930451
2014-12-31,Europe,Temporary residence permit,233740,308702
2014-12-31,Europe,Temporary residence permit for education purposes,9844,16182
2014-12-31,Europe,Temporary residence permit for employment purposes,16946,9127
2014-12-31,Europe,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",32901,36378
2014-12-31,Europe,Temporary residence permit for family reasons,133190,207728
2014-12-31,Europe,"Temp.resid.permit f.special reasons,national visas",40859,39287
2014-12-31,Europe,Application for residence title filed,26845,24924
2014-12-31,Europe,Temporary suspension of deportation,28330,24820
2014-12-31,Europe,Permission to reside,25374,22162
2014-12-31,Europe,"No res.title, temp.susp. of dep. or perm.to reside",52513,43630
2014-12-31,Africa,Right of resid. acc.to EU Law on Freedom of Movem.,4102,3520
2014-12-31,Africa,Exempted from requirem. to have a residence title,207,196
2014-12-31,Africa,Unlimited settlement permit,61633,44577
2014-12-31,Africa,Temporary residence permit,69291,66134
2014-12-31,Africa,Temporary residence permit for education purposes,14050,6494
2014-12-31,Africa,Temporary residence permit for employment purposes,3904,1894
2014-12-31,Africa,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",14546,10847
2014-12-31,Africa,Temporary residence permit for family reasons,30634,42819
2014-12-31,Africa,"Temp.resid.permit f.special reasons,national visas",6157,4080
2014-12-31,Africa,Application for residence title filed,11543,7701
2014-12-31,Africa,Temporary suspension of deportation,13492,3667
2014-12-31,Africa,Permission to reside,37218,11135
2014-12-31,Africa,"No res.title, temp.susp. of dep. or perm.to reside",19369,9960
2014-12-31,America,Right of resid. acc.to EU Law on Freedom of Movem.,3697,6800
2014-12-31,America,Exempted from requirem. to have a residence title,1406,754
2014-12-31,America,Unlimited settlement permit,43775,54986
2014-12-31,America,Temporary residence permit,52740,54049
2014-12-31,America,Temporary residence permit for education purposes,15380,13882
2014-12-31,America,Temporary residence permit for employment purposes,14739,9358
2014-12-31,America,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",412,520
2014-12-31,America,Temporary residence permit for family reasons,16619,24724
2014-12-31,America,"Temp.resid.permit f.special reasons,national visas",5590,5565
2014-12-31,America,Application for residence title filed,5220,5053
2014-12-31,America,Temporary suspension of deportation,219,177
2014-12-31,America,Permission to reside,145,92
2014-12-31,America,"No res.title, temp.susp. of dep. or perm.to reside",8504,8057
2014-12-31,Asia,Right of resid. acc.to EU Law on Freedom of Movem.,4229,6295
2014-12-31,Asia,Exempted from requirem. to have a residence title,160,204
2014-12-31,Asia,Unlimited settlement permit,149428,188841
2014-12-31,Asia,Temporary residence permit,245375,244035
2014-12-31,Asia,Temporary residence permit for education purposes,54894,42008
2014-12-31,Asia,Temporary residence permit for employment purposes,38354,14676
2014-12-31,Asia,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",76518,56980
2014-12-31,Asia,Temporary residence permit for family reasons,61886,118863
2014-12-31,Asia,"Temp.resid.permit f.special reasons,national visas",13723,11508
2014-12-31,Asia,Application for residence title filed,25747,20917
2014-12-31,Asia,Temporary suspension of deportation,25723,10142
2014-12-31,Asia,Permission to reside,53651,23187
2014-12-31,Asia,"No res.title, temp.susp. of dep. or perm.to reside",45928,31173
2014-12-31,Australia and Oceania,Right of resid. acc.to EU Law on Freedom of Movem.,238,307
2014-12-31,Australia and Oceania,Exempted from requirem. to have a residence title,14,17
2014-12-31,Australia and Oceania,Unlimited settlement permit,2384,2148
2014-12-31,Australia and Oceania,Temporary residence permit,4406,3492
2014-12-31,Australia and Oceania,Temporary residence permit for education purposes,634,630
2014-12-31,Australia and Oceania,Temporary residence permit for employment purposes,2039,1348
2014-12-31,Australia and Oceania,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",12,14
2014-12-31,Australia and Oceania,Temporary residence permit for family reasons,1041,930
2014-12-31,Australia and Oceania,"Temp.resid.permit f.special reasons,national visas",680,570
2014-12-31,Australia and Oceania,Application for residence title filed,335,235
2014-12-31,Australia and Oceania,Temporary suspension of deportation,4,3
2014-12-31,Australia and Oceania,"No res.title, temp.susp. of dep. or perm.to reside",706,475
2015-12-31,Europe,Right of resid. acc.to EU Law on Freedom of Movem.,2205237,1848329
2015-12-31,Europe,Exempted from requirem. to have a residence title,2545,2197
2015-12-31,Europe,Unlimited settlement permit,963814,942990
2015-12-31,Europe,Temporary residence permit,223765,297491
2015-12-31,Europe,Temporary residence permit for education purposes,10798,17054
2015-12-31,Europe,Temporary residence permit for employment purposes,19115,10759
2015-12-31,Europe,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",31471,35303
2015-12-31,Europe,Temporary residence permit for family reasons,121736,196969
2015-12-31,Europe,"Temp.resid.permit f.special reasons,national visas",40645,37406
2015-12-31,Europe,Application for residence title filed,28474,26351
2015-12-31,Europe,Temporary suspension of deportation,39841,33801
2015-12-31,Europe,Permission to reside,45983,37305
2015-12-31,Europe,"No res.title, temp.susp. of dep. or perm.to reside",74074,59231
2015-12-31,Africa,Right of resid. acc.to EU Law on Freedom of Movem.,4632,4283
2015-12-31,Africa,Exempted from requirem. to have a residence title,199,197
2015-12-31,Africa,Unlimited settlement permit,62396,45670
2015-12-31,Africa,Temporary residence permit,75390,69073
2015-12-31,Africa,Temporary residence permit for education purposes,15833,7212
2015-12-31,Africa,Temporary residence permit for employment purposes,4442,2230
2015-12-31,Africa,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",17799,11515
2015-12-31,Africa,Temporary residence permit for family reasons,31016,44122
2015-12-31,Africa,"Temp.resid.permit f.special reasons,national visas",6300,3994
2015-12-31,Africa,Application for residence title filed,14126,9073
2015-12-31,Africa,Temporary suspension of deportation,18622,4452
2015-12-31,Africa,Permission to reside,52406,15480
2015-12-31,Africa,"No res.title, temp.susp. of dep. or perm.to reside",38285,14764
2015-12-31,America,Right of resid. acc.to EU Law on Freedom of Movem.,3929,7151
2015-12-31,America,Exempted from requirem. to have a residence title,1391,778
2015-12-31,America,Unlimited settlement permit,44465,55362
2015-12-31,America,Temporary residence permit,54342,55717
2015-12-31,America,Temporary residence permit for education purposes,15637,14373
2015-12-31,America,Temporary residence permit for employment purposes,15545,10361
2015-12-31,America,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",432,546
2015-12-31,America,Temporary residence permit for family reasons,17199,24981
2015-12-31,America,"Temp.resid.permit f.special reasons,national visas",5529,5456
2015-12-31,America,Application for residence title filed,5695,5657
2015-12-31,America,Temporary suspension of deportation,227,199
2015-12-31,America,Permission to reside,191,116
2015-12-31,America,"No res.title, temp.susp. of dep. or perm.to reside",8591,8018
2015-12-31,Asia,Right of resid. acc.to EU Law on Freedom of Movem.,4789,6973
2015-12-31,Asia,Exempted from requirem. to have a residence title,148,198
2015-12-31,Asia,Unlimited settlement permit,154896,194431
2015-12-31,Asia,Temporary residence permit,312862,282695
2015-12-31,Asia,Temporary residence permit for education purposes,61081,46161
2015-12-31,Asia,Temporary residence permit for employment purposes,40796,16442
2015-12-31,Asia,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",128339,78517
2015-12-31,Asia,Temporary residence permit for family reasons,67759,129964
2015-12-31,Asia,"Temp.resid.permit f.special reasons,national visas",14887,11611
2015-12-31,Asia,Application for residence title filed,35080,26640
2015-12-31,Asia,Temporary suspension of deportation,38851,12344
2015-12-31,Asia,Permission to reside,134575,51104
2015-12-31,Asia,"No res.title, temp.susp. of dep. or perm.to reside",164369,79223
2015-12-31,Australia and Oceania,Right of resid. acc.to EU Law on Freedom of Movem.,258,331
2015-12-31,Australia and Oceania,Exempted from requirem. to have a residence title,13,18
2015-12-31,Australia and Oceania,Unlimited settlement permit,2475,2213
2015-12-31,Australia and Oceania,Temporary residence permit,4814,3768
2015-12-31,Australia and Oceania,Temporary residence permit for education purposes,713,650
2015-12-31,Australia and Oceania,Temporary residence permit for employment purposes,2293,1532
2015-12-31,Australia and Oceania,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",16,17
2015-12-31,Australia and Oceania,Temporary residence permit for family reasons,1166,1020
2015-12-31,Australia and Oceania,"Temp.resid.permit f.special reasons,national visas",626,549
2015-12-31,Australia and Oceania,Application for residence title filed,401,297
2015-12-31,Australia and Oceania,Temporary suspension of deportation,3,2
2015-12-31,Australia and Oceania,"No res.title, temp.susp. of dep. or perm.to reside",733,483
2016-12-31,Europe,Right of resid. acc.to EU Law on Freedom of Movem.,2355575,1972080
2016-12-31,Europe,Exempted from requirem. to have a residence title,2485,2155
2016-12-31,Europe,Unlimited settlement permit,959975,947710
2016-12-31,Europe,Temporary residence permit,232000,298040
2016-12-31,Europe,Temporary residence permit for education purposes,11490,17200
2016-12-31,Europe,Temporary residence permit for employment purposes,28905,13465
2016-12-31,Europe,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",31920,35795
2016-12-31,Europe,Temporary residence permit for family reasons,118085,194650
2016-12-31,Europe,"Temp.resid.permit f.special reasons,national visas",41605,36930
2016-12-31,Europe,Application for residence title filed,29075,26195
2016-12-31,Europe,Temporary suspension of deportation,37555,32975
2016-12-31,Europe,Permission to reside,31100,25610
2016-12-31,Europe,"No res.title, temp.susp. of dep. or perm.to reside",68170,53275
2016-12-31,Africa,Right of resid. acc.to EU Law on Freedom of Movem.,5295,5085
2016-12-31,Africa,Exempted from requirem. to have a residence title,200,195
2016-12-31,Africa,Unlimited settlement permit,63355,46795
2016-12-31,Africa,Temporary residence permit,97330,79330
2016-12-31,Africa,Temporary residence permit for education purposes,17385,7915
2016-12-31,Africa,Temporary residence permit for employment purposes,5160,2795
2016-12-31,Africa,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",34950,17315
2016-12-31,Africa,Temporary residence permit for family reasons,32710,47130
2016-12-31,Africa,"Temp.resid.permit f.special reasons,national visas",7125,4170
2016-12-31,Africa,Application for residence title filed,16205,10250
2016-12-31,Africa,Temporary suspension of deportation,21780,5050
2016-12-31,Africa,Permission to reside,81480,26300
2016-12-31,Africa,"No res.title, temp.susp. of dep. or perm.to reside",36595,15295
2016-12-31,America,Right of resid. acc.to EU Law on Freedom of Movem.,4300,7635
2016-12-31,America,Exempted from requirem. to have a residence title,1370,790
2016-12-31,America,Unlimited settlement permit,45330,55820
2016-12-31,America,Temporary residence permit,55605,57760
2016-12-31,America,Temporary residence permit for education purposes,15030,14160
2016-12-31,America,Temporary residence permit for employment purposes,16880,11505
2016-12-31,America,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",455,525
2016-12-31,America,Temporary residence permit for family reasons,17860,26230
2016-12-31,America,"Temp.resid.permit f.special reasons,national visas",5385,5340
2016-12-31,America,Application for residence title filed,5880,5940
2016-12-31,America,Temporary suspension of deportation,230,210
2016-12-31,America,Permission to reside,345,225
2016-12-31,America,"No res.title, temp.susp. of dep. or perm.to reside",9525,8885
2016-12-31,Asia,Right of resid. acc.to EU Law on Freedom of Movem.,5515,7730
2016-12-31,Asia,Exempted from requirem. to have a residence title,150,205
2016-12-31,Asia,Unlimited settlement permit,160830,200375
2016-12-31,Asia,Temporary residence permit,526090,411225
2016-12-31,Asia,Temporary residence permit for education purposes,65065,49545
2016-12-31,Asia,Temporary residence permit for employment purposes,44970,19145
2016-12-31,Asia,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",314445,171190
2016-12-31,Asia,Temporary residence permit for family reasons,85135,159365
2016-12-31,Asia,"Temp.resid.permit f.special reasons,national visas",16475,11975
2016-12-31,Asia,Application for residence title filed,58555,43870
2016-12-31,Asia,Temporary suspension of deportation,36610,13555
2016-12-31,Asia,Permission to reside,264230,114380
2016-12-31,Asia,"No res.title, temp.susp. of dep. or perm.to reside",145160,88850
2016-12-31,Australia and Oceania,Right of resid. acc.to EU Law on Freedom of Movem.,280,355
2016-12-31,Australia and Oceania,Exempted from requirem. to have a residence title,10,15
2016-12-31,Australia and Oceania,Unlimited settlement permit,2590,2295
2016-12-31,Australia and Oceania,Temporary residence permit,5250,4055
2016-12-31,Australia and Oceania,Temporary residence permit for education purposes,780,680
2016-12-31,Australia and Oceania,Temporary residence permit for employment purposes,2615,1755
2016-12-31,Australia and Oceania,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",15,10
2016-12-31,Australia and Oceania,Temporary residence permit for family reasons,1235,1065
2016-12-31,Australia and Oceania,"Temp.resid.permit f.special reasons,national visas",605,540
2016-12-31,Australia and Oceania,Application for residence title filed,435,300
2016-12-31,Australia and Oceania,Temporary suspension of deportation,5,5
2016-12-31,Australia and Oceania,Permission to reside,10,5
2016-12-31,Australia and Oceania,"No res.title, temp.susp. of dep. or perm.to reside",715,490
2017-12-31,Europe,Right of resid. acc.to EU Law on Freedom of Movem.,2606515,2149740
2017-12-31,Europe,Exempted from requirem. to have a residence title,2450,2115
2017-12-31,Europe,Unlimited settlement permit,952535,946560
2017-12-31,Europe,Temporary residence permit,253370,305755
2017-12-31,Europe,Temporary residence permit for education purposes,11865,16770
2017-12-31,Europe,Temporary residence permit for employment purposes,46260,18095
2017-12-31,Europe,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",34075,37955
2017-12-31,Europe,Temporary residence permit for family reasons,119090,196310
2017-12-31,Europe,"Temp.resid.permit f.special reasons,national visas",42080,36625
2017-12-31,Europe,Application for residence title filed,33780,30415
2017-12-31,Europe,Temporary suspension of deportation,33220,29300
2017-12-31,Europe,Permission to reside,24525,19190
2017-12-31,Europe,"No res.title, temp.susp. of dep. or perm.to reside",66035,51810
2017-12-31,Africa,Right of resid. acc.to EU Law on Freedom of Movem.,5735,5685
2017-12-31,Africa,Exempted from requirem. to have a residence title,195,195
2017-12-31,Africa,Unlimited settlement permit,63130,46890
2017-12-31,Africa,Temporary residence permit,122665,95740
2017-12-31,Africa,Temporary residence permit for education purposes,17540,8180
2017-12-31,Africa,Temporary residence permit for employment purposes,6040,3345
2017-12-31,Africa,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",56940,29945
2017-12-31,Africa,Temporary residence permit for family reasons,34825,49965
2017-12-31,Africa,"Temp.resid.permit f.special reasons,national visas",7320,4310
2017-12-31,Africa,Application for residence title filed,19710,12990
2017-12-31,Africa,Temporary suspension of deportation,29200,6985
2017-12-31,Africa,Permission to reside,65530,21295
2017-12-31,Africa,"No res.title, temp.susp. of dep. or perm.to reside",29215,14225
2017-12-31,America,Right of resid. acc.to EU Law on Freedom of Movem.,4565,8090
2017-12-31,America,Exempted from requirem. to have a residence title,1335,790
2017-12-31,America,Unlimited settlement permit,45955,55830
2017-12-31,America,Temporary residence permit,57945,60335
2017-12-31,America,Temporary residence permit for education purposes,15085,14395
2017-12-31,America,Temporary residence permit for employment purposes,18320,12575
2017-12-31,America,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",560,590
2017-12-31,America,Temporary residence permit for family reasons,18555,27335
2017-12-31,America,"Temp.resid.permit f.special reasons,national visas",5420,5440
2017-12-31,America,Application for residence title filed,6965,7100
2017-12-31,America,Temporary suspension of deportation,295,250
2017-12-31,America,Permission to reside,410,260
2017-12-31,America,"No res.title, temp.susp. of dep. or perm.to reside",10920,10375
2017-12-31,Asia,Right of resid. acc.to EU Law on Freedom of Movem.,6260,8335
2017-12-31,Asia,Exempted from requirem. to have a residence title,150,205
2017-12-31,Asia,Unlimited settlement permit,162025,202010
2017-12-31,Asia,Temporary residence permit,694305,540675
2017-12-31,Asia,Temporary residence permit for education purposes,64830,50150
2017-12-31,Asia,Temporary residence permit for employment purposes,49720,22050
2017-12-31,Asia,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",458910,266850
2017-12-31,Asia,Temporary residence permit for family reasons,102995,189395
2017-12-31,Asia,"Temp.resid.permit f.special reasons,national visas",17855,12230
2017-12-31,Asia,Application for residence title filed,70790,54235
2017-12-31,Asia,Temporary suspension of deportation,43605,16335
2017-12-31,Asia,Permission to reside,162845,67330
2017-12-31,Asia,"No res.title, temp.susp. of dep. or perm.to reside",93590,61720
2017-12-31,Australia and Oceania,Right of resid. acc.to EU Law on Freedom of Movem.,285,380
2017-12-31,Australia and Oceania,Exempted from requirem. to have a residence title,25,15
2017-12-31,Australia and Oceania,Unlimited settlement permit,2670,2345
2017-12-31,Australia and Oceania,Temporary residence permit,5360,4200
2017-12-31,Australia and Oceania,Temporary residence permit for education purposes,760,630
2017-12-31,Australia and Oceania,Temporary residence permit for employment purposes,2790,1925
2017-12-31,Australia and Oceania,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",15,20
2017-12-31,Australia and Oceania,Temporary residence permit for family reasons,1230,1120
2017-12-31,Australia and Oceania,"Temp.resid.permit f.special reasons,national visas",565,505
2017-12-31,Australia and Oceania,Application for residence title filed,525,315
2017-12-31,Australia and Oceania,"No res.title, temp.susp. of dep. or perm.to reside",730,495
2018-12-31,Europe,Right of resid. acc.to EU Law on Freedom of Movem.,2665590,2222985
2018-12-31,Europe,Exempted from requirem. to have a residence title,2195,1890
2018-12-31,Europe,Unlimited settlement permit,937345,934790
2018-12-31,Europe,Temporary residence permit,275460,316355
2018-12-31,Europe,Temporary residence permit for education purposes,12755,17670
2018-12-31,Europe,Temporary residence permit for employment purposes,63765,23230
2018-12-31,Europe,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",38155,41675
2018-12-31,Europe,Temporary residence permit for family reasons,123235,202885
2018-12-31,Europe,"Temp.resid.permit f.special reasons,national visas",37555,30900
2018-12-31,Europe,Application for residence title filed,36610,32240
2018-12-31,Europe,Temporary suspension of deportation,29875,26120
2018-12-31,Europe,Permission to reside,22025,16525
2018-12-31,Europe,"No res.title, temp.susp. of dep. or perm.to reside",65740,50865
2018-12-31,Africa,Right of resid. acc.to EU Law on Freedom of Movem.,6210,6325
2018-12-31,Africa,Exempted from requirem. to have a residence title,195,195
2018-12-31,Africa,Unlimited settlement permit,63860,47390
2018-12-31,Africa,Temporary residence permit,141315,111095
2018-12-31,Africa,Temporary residence permit for education purposes,19525,9430
2018-12-31,Africa,Temporary residence permit for employment purposes,7255,4210
2018-12-31,Africa,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",69585,39620
2018-12-31,Africa,Temporary residence permit for family reasons,37155,53430
2018-12-31,Africa,"Temp.resid.permit f.special reasons,national visas",7800,4410
2018-12-31,Africa,Application for residence title filed,21075,13735
2018-12-31,Africa,Temporary suspension of deportation,33120,8505
2018-12-31,Africa,Permission to reside,50740,20015
2018-12-31,Africa,"No res.title, temp.susp. of dep. or perm.to reside",30865,15475
2018-12-31,America,Right of resid. acc.to EU Law on Freedom of Movem.,4860,8705
2018-12-31,America,Exempted from requirem. to have a residence title,1390,900
2018-12-31,America,Unlimited settlement permit,46730,55970
2018-12-31,America,Temporary residence permit,61445,64820
2018-12-31,America,Temporary residence permit for education purposes,15720,15710
2018-12-31,America,Temporary residence permit for employment purposes,20430,14295
2018-12-31,America,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",660,685
2018-12-31,America,Temporary residence permit for family reasons,19315,28790
2018-12-31,America,"Temp.resid.permit f.special reasons,national visas",5315,5345
2018-12-31,America,Application for residence title filed,7630,7915
2018-12-31,America,Temporary suspension of deportation,345,325
2018-12-31,America,Permission to reside,535,400
2018-12-31,America,"No res.title, temp.susp. of dep. or perm.to reside",11120,10490
2018-12-31,Asia,Right of resid. acc.to EU Law on Freedom of Movem.,7190,9215
2018-12-31,Asia,Exempted from requirem. to have a residence title,205,215
2018-12-31,Asia,Unlimited settlement permit,165740,204815
2018-12-31,Asia,Temporary residence permit,768185,610620
2018-12-31,Asia,Temporary residence permit for education purposes,71035,55525
2018-12-31,Asia,Temporary residence permit for employment purposes,55930,25830
2018-12-31,Asia,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",510280,310760
2018-12-31,Asia,Temporary residence permit for family reasons,111350,205490
2018-12-31,Asia,"Temp.resid.permit f.special reasons,national visas",19590,13015
2018-12-31,Asia,Application for residence title filed,75545,58490
2018-12-31,Asia,Temporary suspension of deportation,53605,20645
2018-12-31,Asia,Permission to reside,126040,54485
2018-12-31,Asia,"No res.title, temp.susp. of dep. or perm.to reside",84735,58235
2018-12-31,Australia and Oceania,Right of resid. acc.to EU Law on Freedom of Movem.,295,385
2018-12-31,Australia and Oceania,Exempted from requirem. to have a residence title,25,15
2018-12-31,Australia and Oceania,Unlimited settlement permit,2780,2375
2018-12-31,Australia and Oceania,Temporary residence permit,5550,4335
2018-12-31,Australia and Oceania,Temporary residence permit for education purposes,760,675
2018-12-31,Australia and Oceania,Temporary residence permit for employment purposes,2945,2020
2018-12-31,Australia and Oceania,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",20,15
2018-12-31,Australia and Oceania,Temporary residence permit for family reasons,1280,1135
2018-12-31,Australia and Oceania,"Temp.resid.permit f.special reasons,national visas",540,490
2018-12-31,Australia and Oceania,Application for residence title filed,510,325
2018-12-31,Australia and Oceania,"No res.title, temp.susp. of dep. or perm.to reside",705,490
2019-12-31,Europe,Right of resid. acc.to EU Law on Freedom of Movem.,2711525,2280645
2019-12-31,Europe,Exempted from requirem. to have a residence title,2175,1865
2019-12-31,Europe,Unlimited settlement permit,928995,934400
2019-12-31,Europe,Temporary residence permit,302335,332270
2019-12-31,Europe,Temporary residence permit for education purposes,12985,17790
2019-12-31,Europe,Temporary residence permit for employment purposes,81990,28075
2019-12-31,Europe,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",42230,45185
2019-12-31,Europe,Temporary residence permit for family reasons,127765,210735
2019-12-31,Europe,"Temp.resid.permit f.special reasons,national visas",37365,30490
2019-12-31,Europe,Application for residence title filed,44905,38545
2019-12-31,Europe,Temporary suspension of deportation,28635,24980
2019-12-31,Europe,Permission to reside,22615,15745
2019-12-31,Europe,"No res.title, temp.susp. of dep. or perm.to reside",67960,52235
2019-12-31,Africa,Right of resid. acc.to EU Law on Freedom of Movem.,6705,6865
2019-12-31,Africa,Exempted from requirem. to have a residence title,195,195
2019-12-31,Africa,Unlimited settlement permit,65755,48155
2019-12-31,Africa,Temporary residence permit,152635,122975
2019-12-31,Africa,Temporary residence permit for education purposes,21770,11025
2019-12-31,Africa,Temporary residence permit for employment purposes,8580,4940
2019-12-31,Africa,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",74610,45175
2019-12-31,Africa,Temporary residence permit for family reasons,39235,57230
2019-12-31,Africa,"Temp.resid.permit f.special reasons,national visas",8440,4605
2019-12-31,Africa,Application for residence title filed,23510,15820
2019-12-31,Africa,Temporary suspension of deportation,38090,10810
2019-12-31,Africa,Permission to reside,43340,20545
2019-12-31,Africa,"No res.title, temp.susp. of dep. or perm.to reside",29260,16080
2019-12-31,America,Right of resid. acc.to EU Law on Freedom of Movem.,5315,9365
2019-12-31,America,Exempted from requirem. to have a residence title,1440,970
2019-12-31,America,Unlimited settlement permit,47850,56465
2019-12-31,America,Temporary residence permit,64190,68510
2019-12-31,America,Temporary residence permit for education purposes,15840,16240
2019-12-31,America,Temporary residence permit for employment purposes,22040,15935
2019-12-31,America,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",780,810
2019-12-31,America,Temporary residence permit for family reasons,20275,30240
2019-12-31,America,"Temp.resid.permit f.special reasons,national visas",5255,5285
2019-12-31,America,Application for residence title filed,8585,9205
2019-12-31,America,Temporary suspension of deportation,450,370
2019-12-31,America,Permission to reside,1215,935
2019-12-31,America,"No res.title, temp.susp. of dep. or perm.to reside",11090,10755
2019-12-31,Asia,Right of resid. acc.to EU Law on Freedom of Movem.,7745,9895
2019-12-31,Asia,Exempted from requirem. to have a residence title,255,235
2019-12-31,Asia,Unlimited settlement permit,175070,209705
2019-12-31,Asia,Temporary residence permit,809265,660020
2019-12-31,Asia,Temporary residence permit for education purposes,75755,58470
2019-12-31,Asia,Temporary residence permit for employment purposes,61830,29860
2019-12-31,Asia,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",533155,339600
2019-12-31,Asia,Temporary residence permit for family reasons,117085,218200
2019-12-31,Asia,"Temp.resid.permit f.special reasons,national visas",21445,13895
2019-12-31,Asia,Application for residence title filed,86430,69790
2019-12-31,Asia,Temporary suspension of deportation,66825,25110
2019-12-31,Asia,Permission to reside,102920,50355
2019-12-31,Asia,"No res.title, temp.susp. of dep. or perm.to reside",79400,55300
2019-12-31,Australia and Oceania,Right of resid. acc.to EU Law on Freedom of Movem.,295,385
2019-12-31,Australia and Oceania,Exempted from requirem. to have a residence title,35,20
2019-12-31,Australia and Oceania,Unlimited settlement permit,2905,2470
2019-12-31,Australia and Oceania,Temporary residence permit,5785,4295
2019-12-31,Australia and Oceania,Temporary residence permit for education purposes,740,660
2019-12-31,Australia and Oceania,Temporary residence permit for employment purposes,3160,2030
2019-12-31,Australia and Oceania,"Temp.res.perm.for reas.of int.law,hum.,pol.reasons",15,20
2019-12-31,Australia and Oceania,Temporary residence permit for family reasons,1330,1125
2019-12-31,Australia and Oceania,"Temp.resid.permit f.special reasons,national visas",535,465
2019-12-31,Australia and Oceania,Application for residence title filed,565,395
2019-12-31,Australia and Oceania,"No res.title, temp.susp. of dep. or perm.to reside",720,470
